score,url
0.0001674435,https://www.nytimes.com/2017/07/30/briefing/russia-nawaz-sharif-north-korea.html
0.00016711207,https://www.nytimes.com/interactive/2017/11/09/magazine/tech-design-autonomous-future-cars-detroit-ford.html
2.1880824e-05,https://www.nytimes.com/2014/06/12/sports/worldcup/2014-world-cup-group-preview-from-a-to-h.html
2.1239455e-05,https://www.nytimes.com/aponline/2016/08/31/sports/soccer/ap-soc-wcup-asian-qualifying.html
2.076531e-05,https://www.nytimes.com/2015/02/08/sports/soccer/mighty-us-faces-adversity-before-womens-world-cup.html
2.0345577e-05,https://www.nytimes.com/2014/07/05/sports/worldcup/world-cup-2014-argentina-fans-hope-to-spoil-brazils-tournament.html
1.992514e-05,https://news.blogs.nytimes.com/2016/07/11/morning-agenda-ultimate-fighting-championship-to-be-sold/
1.8805005e-05,https://www.nytimes.com/2016/09/20/sports/carson-wentz-philadelphia-eagles-chicago-bears.html
1.8441317e-05,https://www.nytimes.com/aponline/2016/08/13/sports/olympics/ap-oly-bko-argentina-brazil.html
1.8430363e-05,https://www.nytimes.com/2014/07/16/sports/worldcup/a-qatari-soccer-program-looking-to-rise-buys-a-foothold-in-europe.html
1.8421046e-05,https://www.nytimes.com/2016/10/23/us/texas-latino-politicians.html
1.7718017e-05,https://www.nytimes.com/2016/12/07/magazine/the-world-sees-me-as-the-one-who-will-find-another-earth.html
score,url
0.03748086,https://www.nytimes.com/2017/11/25/fashion/weddings/sharing-golf-clubs-and-now-their-lives.html
0.031563263,https://www.nytimes.com/interactive/2018/obituaries/overlooked-margaret-abbott.html
0.03086885,https://www.nytimes.com/2017/12/05/arts/away-from-art-basel-miami-beach.html
0.028540932,https://www.nytimes.com/interactive/2018/obituaries/overlooked-ida-b-wells.html
0.022202019,https://www.nytimes.com/2017/06/23/sports/jordan-spieth-shoots-a-63-to-lead-the-travelers-championship.html
0.012495548,https://www.nytimes.com/2017/05/05/sports/dustin-johnson-return-wells-fargo-championship.html
0.008601969,https://www.nytimes.com/2017/03/25/sports/dustin-johnson-and-phil-mickelson-cruise-at-match-play.html
0.00727204,https://www.nytimes.com/2017/04/26/sports/golf/pga-tour-team-golf-zurich-open.html
0.00676497,https://www.nytimes.com/2018/04/15/us/politics/trump-comey-tweets.html
0.006599898,https://www.nytimes.com/2017/06/13/sports/golf/us-open-erin-hills-bob-lang.html
0.00020824962,https://www.nytimes.com/2017/10/09/technology/google-russian-ads.html
0.00019538394,https://www.nytimes.com/2017/12/07/travel/road-trip-family-grief.html
0.00019151531,https://query.nytimes.com/gst/fullpage.html?res=9401E6DD113AF935A35751C1A9639D8B63
0.00018873626,https://www.nytimes.com/2017/08/08/us/politics/trump-opioid-crisis.html
0.00018667683,https://query.nytimes.com/gst/fullpage.html?res=9907E3D6103AF932A35751C1A9639D8B63
0.0001806975,https://www.nytimes.com/2017/06/29/opinion/ive-overestimated-donald-trump.html
0.00017537149,https://www.nytimes.com/2017/08/09/world/asia/north-korea-missiles-guam.html
0.00017171877,https://www.nytimes.com/2017/08/14/us/politics/trump-charlottesville-protest.html
0.00017010504,https://www.nytimes.com/interactive/2017/12/19/sunday-review/2017-year-in-pictures.html
0.00016872525,https://www.nytimes.com/2017/08/12/us/charlottesville-protest-white-nationalist.html
9.2970535e-05,https://www.nytimes.com/2017/05/14/arts/television/snl-melissa-mccarthy-sean-spicer.html
9.268942e-05,https://www.nytimes.com/2015/10/12/sports/golf/bill-haas-helps-american-team-secure-sixth-straight-presidents-cup.html
8.9609195e-05,https://www.nytimes.com/2017/06/09/us/california-today-mojave-desert-water.html
8.836106e-05,https://www.nytimes.com/reuters/2016/10/17/business/17reuters-golfsmith-m-a-dickssportinggoods.html
8.7295964e-05,https://www.nytimes.com/2017/06/06/travel/sand-island-wisconsin-apostle-lake-superior-culture.html
8.5928536e-05,https://www.nytimes.com/2017/05/02/world/asia/thaad-north-korea-missile-defense-us.html
8.4020685e-05,https://www.nytimes.com/2017/04/14/us/politics/visitor-log-white-house-trump.html
8.1923914e-05,https://www.nytimes.com/2017/08/03/education/edlife/students-developmental-learning-disabilities-college.html
8.1656886e-05,https://www.nytimes.com/2016/12/07/opinion/donald-trumps-big-idea-dont-blame-me.html
8.159137e-05,https://www.nytimes.com/2017/08/30/magazine/how-to-get-rich-in-trumps-washington.html
2.5328418e-05,https://www.nytimes.com/2015/04/10/sports/golf/jordan-spieth-holds-3-stroke-lead-at-masters-2015.html
2.4924128e-05,https://www.nytimes.com/2016/02/14/movies/how-sylvester-stallone-faced-his-fears-for-creed.html
2.4794459e-05,https://www.nytimes.com/2017/04/04/magazine/cnn-had-a-problem-donald-trump-solved-it.html
2.4784158e-05,https://www.nytimes.com/reuters/2016/08/22/business/22reuters-olympics-rio-marketing.html
2.4572322e-05,https://www.nytimes.com/aponline/2016/09/15/us/ap-us-maryland-governor-cancer.html
2.4508978e-05,https://www.nytimes.com/2015/04/05/sports/golf/so-close-and-yet-so-far-away-a-round-of-62-in-a-major.html
2.3754674e-05,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html
2.3132527e-05,https://www.nytimes.com/2016/11/26/business/anger-rooms-a-smashing-new-way-to-relieve-stress.html
2.2308723e-05,https://www.nytimes.com/2016/11/21/briefing/us-briefing-donald-trump-aleppo-kanye-west.html
2.1437303e-05,https://www.nytimes.com/2016/08/07/fashion/weddings/nasheena-porter-william-poznansky.html
score,url
0.12726891,https://www.nytimes.com/2017/12/24/sports/baseball/baseball-trivia-quiz.html
0.07014881,https://www.nytimes.com/2018/05/09/sports/baseball/mets-bat-out-of-turn-.html
0.061309136,https://www.nytimes.com/2017/11/24/sports/baseball/hall-of-fame-ballot.html
0.04385893,https://www.nytimes.com/2018/03/02/sports/baseball/shohei-ohtani-angels.html
0.0420071,https://www.nytimes.com/2017/09/22/sports/baseball/new-york-city-ballparks.html
0.03968337,https://www.nytimes.com/2017/11/02/opinion/ed-gillespie-trump-virginia.html
0.024932178,https://www.nytimes.com/2017/12/12/sports/mickey-callaway-mets-yankees.html
0.017289687,https://www.nytimes.com/2018/01/14/obituaries/doug-harvey-dead-baseball-umpire.html
0.015445806,https://www.nytimes.com/2017/10/02/sports/baseball/cleveland-indians-world-series.html
0.013988146,https://www.nytimes.com/2017/06/14/sports/minnesota-twins-28-hits-20-runs-seattle-mariners.html
0.0010692158,https://www.nytimes.com/2018/04/27/arts/donald-judd-juliette-binoche-the-breeders.html
0.0010573884,https://www.nytimes.com/2016/04/28/sports/baseball/for-dusty-baker-a-life-in-baseball-trying-not-to-be-defined.html
0.0010171685,https://www.nytimes.com/aponline/2018/05/05/us/ap-history.html
0.0009725145,https://www.nytimes.com/2018/04/27/opinion/delete-kanye-trump-support.html
0.0009308146,https://www.nytimes.com/2016/04/09/arts/television/review-jackie-robinson-on-pbs-covers-more-than-race-and-baseball.html
0.00090683845,https://www.nytimes.com/2018/03/13/arts/correspondents-favorite-museums.html
0.0008477462,https://health.nytimes.com/health/guides/disease/rotator-cuff-tendinitis/overview.html
0.00084062933,https://www.nytimes.com/2016/11/09/sports/baseball/brian-cashman-world-series-difference-maker.html
0.0007457079,https://www.nytimes.com/2016/07/24/sports/baseball/the-batters-box-gets-a-little-boring.html
0.00073264196,https://www.nytimes.com/2017/06/16/us/politics/trump-lawyer-russia-investigation.html
0.00010226096,https://www.nytimes.com/2015/10/14/nyregion/workers-at-bh-photo-video-citing-hazards-move-to-unionize.html
0.00010012084,https://www.nytimes.com/2017/11/02/learning/texting-while-walking-social-life-and-haunted-houses-our-favorite-student-comments-of-the-week.html
9.890545e-05,https://www.nytimes.com/2016/03/25/sports/baseball/after-retirement-report-alex-rodriguez-plays-coy-on-questions-about-his-future.html
9.827946e-05,https://www.nytimes.com/2017/09/08/business/dealbook/bridgewaters-ray-dalio-spreads-his-gospel-of-radical-transparency.html
9.607957e-05,https://www.nytimes.com/2017/10/12/podcasts/still-processing-harvey-weinstein-and-our-unreal-reality.html
9.223026e-05,https://www.nytimes.com/2017/06/24/us/trump-houston-immigrants-scandals-.html
9.186618e-05,https://www.nytimes.com/2017/06/23/sports/jordan-spieth-shoots-a-63-to-lead-the-travelers-championship.html
9.075351e-05,https://www.nytimes.com/2017/06/22/nyregion/hate-the-beach-these-getaway-options-are-for-you.html
8.9542584e-05,https://www.nytimes.com/2017/06/20/nyregion/new-york-today-color-coding-the-subway.html
8.775124e-05,https://www.nytimes.com/2017/06/16/us/politics/trump-news.html
3.5455185e-05,https://www.nytimes.com/2017/03/19/business/media/jimmy-breslin-dead-ny-columnist-author.html
3.5189638e-05,https://www.nytimes.com/2015/05/09/sports/baseball/andrew-miller-notches-13th-save-as-yankees-beat-orioles.html
3.471572e-05,https://www.nytimes.com/2015/10/27/travel/royals-and-mets-fans-where-to-go-in-kansas-city-and-queens.html
3.4182547e-05,https://www.nytimes.com/2015/09/04/sports/baseball/twins-fall-to-white-sox-slipping-in-wild-card-race.html
3.2622076e-05,https://www.nytimes.com/2015/08/02/sports/baseball/stepping-from-class-aaa-bryan-mitchell-and-diego-moreno-cant-deliver.html
3.0804473e-05,https://www.nytimes.com/2017/01/12/us/gettysburg-presidential-memorabilia-.html
3.0716044e-05,https://www.nytimes.com/2015/07/22/sports/baseball/justice-department-drops-case-against-barry-bonds.html
3.0464613e-05,https://www.nytimes.com/2017/01/30/learning/student-winners-from-our-2016-year-in-rap-contest.html
2.9928298e-05,https://opinionator.blogs.nytimes.com/2014/09/23/blacks-baseball-and-the-civil-war/
2.9895888e-05,https://www.nytimes.com/2016/11/26/business/anger-rooms-a-smashing-new-way-to-relieve-stress.html
2.9664498e-05,https://www.nytimes.com/2015/10/03/sports/baseball/mlb-scores-roundup.html
2.9497618e-05,https://www.nytimes.com/2016/12/09/us/astronaut-john-glenn-death-nyc-parades-broadway.html
2.945107e-05,https://www.nytimes.com/2016/11/26/crosswords/mixology.html
2.8846003e-05,https://www.nytimes.com/2017/01/03/nyregion/second-avenue-subway-commute.html
2.883111e-05,https://www.nytimes.com/2016/11/21/briefing/us-briefing-donald-trump-aleppo-kanye-west.html
2.808564e-05,https://www.nytimes.com/2015/05/31/opinion/sunday/what-youtube-taught-me.html
2.6960644e-05,https://www.nytimes.com/2016/10/16/opinion/sunday/how-to-be-a-man-in-the-age-of-trump.html
2.645306e-05,https://www.nytimes.com/2015/06/03/sports/baseball/all-in-on-tanaka-yankees-can-only-hope-his-elbow-holds-up.html
2.6407059e-05,https://www.nytimes.com/2015/07/11/sports/baseball/strong-pitching-performance-helps-reds-edge-the-marlins.html
2.6391444e-05,https://www.nytimes.com/reuters/2016/10/06/technology/06reuters-sito-mobile-advertising.html
